test,arch,platform,status,extra_args,handler,handler_time,ram_size,rom_size
tests/lib/cmsis_dsp/svm/libraries.cmsis_dsp.svm.fpu,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cmsis_dsp/support/libraries.cmsis_dsp.support,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cmsis_dsp/support/libraries.cmsis_dsp.support.fpu,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cmsis_dsp/basicmath/libraries.cmsis_dsp.basicmath,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cmsis_dsp/basicmath/libraries.cmsis_dsp.basicmath.fpu,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/time/libraries.libc.time,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/gui/lvgl/libraries.gui.lvgl,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/gui/lvgl/libraries.gui.lvgl.dynamic.heap.libc,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/gui/lvgl/libraries.gui.lvgl.dynamic.pool.user,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/gui/lvgl/libraries.gui.lvgl.dynamic.pool.kernel,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/gui/lvgl/libraries.gui.lvgl.16bit,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/gui/lvgl/libraries.gui.lvgl.8bit,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/gui/lvgl/libraries.gui.lvgl.mono,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/gui/lvgl/libraries.gui.lvgl.16bit.swap,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/heap/lib.heap,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/notify/libraries.data_structures,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/ringbuffer/libraries.ring_buffer,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/ringbuffer/libraries.ring_buffer_concurrent,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/fdtable/libraries.os.fdtable,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/smf/libraries.smf.hierarchical,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/smf/libraries.smf.flat,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/newlib/thread_safety/libraries.libc.newlib.thread_safety,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/newlib/thread_safety/libraries.libc.newlib_nano.thread_safety,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/newlib/thread_safety/libraries.libc.newlib.thread_safety.stress,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/newlib/thread_safety/libraries.libc.newlib_nano.thread_safety.stress,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/newlib/thread_safety/libraries.libc.newlib.thread_safety.userspace,riscv32,hifive1,skipped,CONF_FILE=prj_userspace.conf,renode,,0,0
tests/lib/newlib/thread_safety/libraries.libc.newlib_nano.thread_safety.userspace,riscv32,hifive1,skipped,CONF_FILE=prj_userspace.conf,renode,,0,0
tests/lib/newlib/thread_safety/libraries.libc.newlib.thread_safety.userspace.stress,riscv32,hifive1,skipped,CONF_FILE=prj_userspace.conf,renode,,0,0
tests/lib/newlib/thread_safety/libraries.libc.newlib_nano.thread_safety.userspace.stress,riscv32,hifive1,skipped,CONF_FILE=prj_userspace.conf,renode,,0,0
tests/lib/newlib/heap_listener/libraries.libc.newlib.heap_listener,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/mem_alloc/libraries.libc.minimal.mem_alloc,riscv32,hifive1,skipped,CONF_FILE=prj.conf,renode,,0,0
tests/lib/mem_alloc/libraries.libc.newlib.mem_alloc,riscv32,hifive1,skipped,CONF_FILE=prj_newlib.conf,renode,,0,0
tests/lib/mem_alloc/libraries.libc.newlib_nano.mem_alloc,riscv32,hifive1,skipped,CONF_FILE=prj_newlibnano.conf,renode,,0,0
tests/lib/mem_alloc/libraries.libc.minimal.mem_alloc_negative_testing,riscv32,hifive1,skipped,CONF_FILE=prj_negative_testing.conf,renode,,0,0
tests/lib/devicetree/api_ext/libraries.devicetree_ext,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/devicetree/api/libraries.devicetree,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/devicetree/devices/libraries.devicetree,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/sprintf/libraries.libc.sprintf,riscv32,hifive1,skipped,CONF_FILE=prj.conf,renode,,0,0
tests/lib/sprintf/libraries.libc.sprintf_new,riscv32,hifive1,skipped,CONF_FILE=prj_new.conf,renode,,0,0
tests/lib/c_lib/libraries.libc,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/p4workq/lib.p4wq,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_fp/lib.cbprintf_fp.printk,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_fp/lib.cbprintf_fp.printf,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_fp/lib.cbprintf_fp.printf_nl,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_fp/lib.cbprintf_fp.printfcb,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_fp/lib.cbprintf_fp.printfcb_nl,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_fp/lib.cbprintf_fp.fprintf,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_fp/lib.cbprintf_fp.fprintfcb,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/mpsc_pbuf/lib.mpsc_pbuf,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/json/libraries.encoding.json,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_package/libraries.cbprintf_package,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_package/libraries.cbprintf_package_no_generic,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_package/libraries.cbprintf_package_fp,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_package/libraries.cbprintf_package_fp_align_offset,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_package/libraries.cbprintf_package_long_double,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_package/libraries.cbprintf_package_long_double_align_offset,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/cbprintf_package/libraries.cbprintf_package_nano,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/heap_align/lib.heap_align,riscv32,hifive1,skipped,,renode,,0,0
tests/lib/onoff/libraries.onoff,riscv32,hifive1,skipped,,renode,,0,0
tests/misc/test_build/buildsystem.debug.build,riscv32,hifive1,skipped,CONF_FILE=debug.conf,renode,,0,0
tests/misc/test_build/bootloader.mcuboot.build,riscv32,hifive1,skipped,,renode,,0,0
tests/misc/test_build/buildsystem.kconfig.utf8_in_values,riscv32,hifive1,skipped,,renode,,0,0
tests/misc/iterable_sections/misc.iterable_sections,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_ramfunc/arch.arm.ramfunc,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_no_multithreading/arch.arm.no_multithreading,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_tz_wrap_func/arch.arm.tz_wrap_func,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_hardfault_validation/arch.interrupt.arm.hardfault_validation,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_irq_vector_table/arch.arm.irq_vector_table,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_thread_swap_tz/arch.arm.swap.tz,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_thread_swap_tz/arch.arm.swap.tz_off,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_sw_vector_relay/arch.arm.sw_vector_relay,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_runtime_nmi/arch.interrupt.arm.nmi,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_irq_advanced_features/arch.arm.irq_advanced_features,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_irq_advanced_features/arch.arm.irq_advanced_features.secure_fw,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_thread_swap/arch.arm.swap.common,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.no_optimizations,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.fpu_sharing,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.fpu_sharing.no_optimizations,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_mem_protect/arch.arm.mem_protect.syscalls,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_interrupt/arch.interrupt.arm,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_interrupt/arch.interrupt.no_optimizations,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm/arm_interrupt/arch.interrupt.extra_exception_info,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/x86/pagetables/arch.x86.pagetables,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/x86/info/arch.x86.info,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/x86/info/arch.x86.info.userspace,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/x86/nmi/arch.interrupt.nmi,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/x86/nmi/arch.interrupt.nmi.kpti,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/x86/cpu_scrubs_regs/arch.x86.syscalls.cpu_scrubs_regs,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/x86/static_idt/arch.interrupt.x86,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm64/arm64_high_addresses/arch.arm64.high_addr.high_sram_low_vm,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm64/arm64_high_addresses/arch.arm64.high_addr.low_sram_high_vm,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm64/arm64_high_addresses/arch.arm64.high_addr.high_sram_equal_vm,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm64/arm64_high_addresses/arch.arm64.high_addr.high_sram_high_vm,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm64/arm64_psci/arch.arm64.psci,riscv32,hifive1,skipped,,renode,,0,0
tests/arch/arm64/arm64_gicv3_its/arch.arm64.gicv3_its,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/init/bluetooth.init.test,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_0,riscv32,hifive1,skipped,CONF_FILE=prj_0.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_1,riscv32,hifive1,skipped,CONF_FILE=prj_1.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_10,riscv32,hifive1,skipped,CONF_FILE=prj_10.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_11,riscv32,hifive1,skipped,CONF_FILE=prj_11.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_12,riscv32,hifive1,skipped,CONF_FILE=prj_12.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_13,riscv32,hifive1,skipped,CONF_FILE=prj_13.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_14,riscv32,hifive1,skipped,CONF_FILE=prj_14.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_15,riscv32,hifive1,skipped,CONF_FILE=prj_15.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_16,riscv32,hifive1,skipped,CONF_FILE=prj_16.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_17,riscv32,hifive1,skipped,CONF_FILE=prj_17.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_18,riscv32,hifive1,skipped,CONF_FILE=prj_18.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_19,riscv32,hifive1,skipped,CONF_FILE=prj_19.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_2,riscv32,hifive1,skipped,CONF_FILE=prj_2.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_20,riscv32,hifive1,skipped,CONF_FILE=prj_20.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_21,riscv32,hifive1,skipped,CONF_FILE=prj_21.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_22,riscv32,hifive1,skipped,CONF_FILE=prj_22.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_3,riscv32,hifive1,skipped,CONF_FILE=prj_3.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_4,riscv32,hifive1,skipped,CONF_FILE=prj_4.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_5,riscv32,hifive1,skipped,CONF_FILE=prj_5.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_6,riscv32,hifive1,skipped,CONF_FILE=prj_6.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_7,riscv32,hifive1,skipped,CONF_FILE=prj_7.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_8,riscv32,hifive1,skipped,CONF_FILE=prj_8.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_9,riscv32,hifive1,skipped,CONF_FILE=prj_9.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_4_0,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_4_0.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_4_0_dbg,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_4_0_dbg.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_tiny,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_tiny.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_dbg,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_dbg.conf DTC_OVERLAY_FILE=pa_lna.overlay,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_broadcaster,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_broadcaster.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_peripheral,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_peripheral.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_peripheral_priv,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_peripheral_priv.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_observer,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_observer.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_central,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_central.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_central_priv,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_central_priv.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_broadcaster_ext,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_broadcaster_ext.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_peripheral_ext,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_peripheral_ext.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_peripheral_ext_priv,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_peripheral_ext_priv.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_oberver_ext,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_observer_ext.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_central_ext,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_central_ext.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_central_ext_priv,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_central_ext_priv.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_per_adv,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_per_adv.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_per_sync,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_per_sync.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_peripheral_iso,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_peripheral_iso.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_ctlr_central_iso,riscv32,hifive1,skipped,CONF_FILE=prj_ctlr_central_iso.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_h5,riscv32,hifive1,skipped,CONF_FILE=prj_h5.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_h5_dbg,riscv32,hifive1,skipped,CONF_FILE=prj_h5_dbg.conf,renode,,0,0
tests/bluetooth/init/bluetooth.init.test_llcp,riscv32,hifive1,skipped,CONF_FILE=prj_llcp.conf,renode,,0,0
tests/bluetooth/tester/bluetooth.general.tester,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/uuid/bluetooth.gatt,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/ctrl_user_ext/bluetooth.ctrl_user_ext.test,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/gatt/bluetooth.gatt,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/hci_codecs_info/bluetooth.hci_codecs_info,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/df/bluetooth.df,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/df/connectionless_cte_rx/bluetooth.df.conectionless_cte_rx,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/df/connection_cte_req/bluetooth.df.conection_cte_req,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/df/connection_cte_tx_params/bluetooth.df.conection_cte_tx_params,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/df/connectionless_cte_chains/bluetooth.df.conectionless_cte_tx,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/df/connectionless_cte_tx/bluetooth.df.conectionless_cte_tx,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/ctrl_sw_privacy_unit/bluetooth.privacy.test,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/l2cap/bluetooth.gatt,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/hci_prop_evt/bluetooth.hci_prop_evt,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/at/bluetooth.at,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/bluetooth/bluetooth.general,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/ctrl_sw_privacy/bluetooth.ctrl_sw_privacy.test,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/mesh/bluetooth.mesh.main,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/mesh/bluetooth.mesh.dbg,riscv32,hifive1,skipped,CONF_FILE=dbg.conf,renode,,0,0
tests/bluetooth/mesh/bluetooth.mesh.friend,riscv32,hifive1,skipped,CONF_FILE=friend.conf,renode,,0,0
tests/bluetooth/mesh/bluetooth.mesh.gatt,riscv32,hifive1,skipped,CONF_FILE=gatt.conf,renode,,0,0
tests/bluetooth/mesh/bluetooth.mesh.lpn,riscv32,hifive1,skipped,CONF_FILE=lpn.conf,renode,,0,0
tests/bluetooth/mesh/bluetooth.mesh.main.microbit,riscv32,hifive1,skipped,CONF_FILE=microbit.conf,renode,,0,0
tests/bluetooth/mesh/bluetooth.mesh.pb_gatt,riscv32,hifive1,skipped,CONF_FILE=pb_gatt.conf,renode,,0,0
tests/bluetooth/mesh/bluetooth.mesh.proxy,riscv32,hifive1,skipped,CONF_FILE=proxy.conf,renode,,0,0
tests/bluetooth/mesh/bluetooth.mesh.ext_adv,riscv32,hifive1,skipped,CONF_FILE=ext_adv.conf,renode,,0,0
tests/bluetooth/mesh/bluetooth.mesh.multi_ext_adv,riscv32,hifive1,skipped,CONF_FILE=multi_ext_adv.conf,renode,,0,0
tests/bluetooth/adv/bluetooth.adv,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/shell/bluetooth.shell.main,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/shell/bluetooth.shell.cdc_acm,riscv32,hifive1,skipped,"OVERLAY_CONFIG=cdc_acm.conf DTC_OVERLAY_FILE=""usb.overlay""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.shell_br,riscv32,hifive1,skipped,"CONF_FILE=""prj_br.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.no_privacy,riscv32,hifive1,skipped,CONFIG_BT_PRIVACY=n,renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_vcs,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_vocs,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_aics,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_aics_vocs,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_vcs_client,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_vcs_vcs_client,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.vcs_client_no_aics_client,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.vcs_client_no_vocs_client,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_mics,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_mics_client,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_mics_mics_client,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.mics_client_no_aics_client,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_mcs,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_mcc,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_ots,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_mcc_ots,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/shell/bluetooth.shell.audio.no_otsc,riscv32,hifive1,skipped,"CONF_FILE=""audio.conf""",renode,,0,0
tests/bluetooth/mesh_shell/bluetooth.mesh.mesh_shell,riscv32,hifive1,skipped,,renode,,0,0
tests/bluetooth/ll_settings/bluetooth.ll_settings,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/settings/fcb/raw/system.settings.fcb.raw,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/settings/fcb_init/system.settings.fcb,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/settings/functional/fcb/system.settings.functional.fcb,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/settings/functional/file/system.settings.file,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/settings/functional/nvs/system.settings.functional.nvs,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/settings/functional/nvs/system.settings.functional.nvs.dk,riscv32,hifive1,skipped,OVERLAY_CONFIG=mpu.conf,renode,,0,0
tests/subsys/settings/littlefs/base64/system.settings.littlefs.base64,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/settings/littlefs/raw/system.settings.littlefs.raw,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/settings/nvs/raw/system.settings.nvs,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/debug/coredump_backends/coredump.backends.logging,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/debug/coredump_backends/coredump.backends.flash,riscv32,hifive1,skipped,CONF_FILE=prj_flash_partition.conf,renode,,0,0
tests/subsys/debug/coredump/coredump.logging_backend,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/canbus/isotp/implementation/can.isotp.implemmentation,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/canbus/isotp/conformance/can.isotp.conformance,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/canbus/frame/can.frame,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/pm/power_states_api/pm-states-api.dts,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/pm/device_runtime_api/subsys.pm.device_runtime_api,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/pm/device_wakeup_api/pm-device-wakeup-api.dts,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/pm/power_mgmt_soc/subsys.pm.pm_soc,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/pm/power_mgmt_multicore/subsys.pm.multicore,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/pm/power_mgmt/subsys.pm.system,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/jwt/libraries.encoding.jwt,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/usb/os_desc/usb.osdesc,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/usb/device/usb.device,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/usb/bos/usb.bos,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/usb/desc_sections/usb.desc_sections,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/portability/cmsis_rtos_v1/portability.cmsis_rtos_v1,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/portability/cmsis_rtos_v2/portability.cmsis_rtos_v2,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/storage/flash_map/storage.flash_map,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/storage/flash_map/storage.flash_map.mpu,riscv32,hifive1,skipped,OVERLAY_CONFIG=overlay-mpu.conf,renode,,0,0
tests/subsys/storage/flash_map/storage.flash_map.mbedtls,riscv32,hifive1,skipped,OVERLAY_CONFIG=overlay-mbedtls.conf,renode,,0,0
tests/subsys/storage/stream/stream_flash/storage.stream_flash,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/storage/stream/stream_flash/storage.stream_flash.dword_wbs,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=unaligned_flush.overlay,renode,,0,0
tests/subsys/storage/stream/stream_flash/storage.stream_flash.no_erase,riscv32,hifive1,skipped,OVERLAY_CONFIG=no_erase.overlay,renode,,0,0
tests/subsys/storage/stream/stream_flash/storage.stream_flash.mpu_allow_flash_write,riscv32,hifive1,skipped,OVERLAY_CONFIG=mpu_allow_flash_write.overlay,renode,,0,0
tests/subsys/tracing/tracing_api/tracing.transport.uart.async.test,riscv32,hifive1,skipped,"CONF_FILE=""prj.conf""",renode,,0,0
